Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.us.ga4gh.phenopacket.json	33125	-	0	0	0	0	0	0	7	137	0	0	0	0	0	0	0	1	0	0	234	231	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-Onset.json	1848	7	0	0	0	1	0	25	0	73	0	0	0	3328	0	0	0	0	0	0	119	1506	0	1	0	2	0	0
fsh-generated/resources/StructureDefinition-Individual.json	2658	6	0	0	0	0	0	163	0	102	0	0	1	8	0	0	0	2	0	0	413	1368	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-phenopackets-genomic-interpretation.json	4823	9	0	0	0	0	0	262	0	118	0	0	0	0	0	0	0	0	0	0	360	1209	0	0	0	23	0	1
fsh-generated/resources/ValueSet-HistologicalDiagnosis.json	976	3	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	19	7707	0	0	0	1	0	0
fsh-generated/resources/Observation-id.phenotypicfeature.4.json	1199	4	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	0	0	0	22	27	0	0	0	0	0	0
fsh-generated/resources/Observation-karyotypic-sex-valid-1.json	423	2	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0	0	0
fsh-generated/resources/Observation-phenotypic-abnormality-invalid-meta-profile.json	4184	8	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	19	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-categories.json	421	3	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	94	0	0	0	0	0	0
fsh-generated/resources/ValueSet-DiagnosticMarker.json	732	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	330	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-PathologicalTnmFinding.json	1931	4	0	0	0	0	0	32	0	20	0	0	0	0	0	0	0	0	0	0	48	162	0	0	0	1	0	0
fsh-generated/resources/ValueSet-interpretationStatus-vs.json	1146	4	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	12	368	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-MaterialSample.json	1632	4	0	0	0	0	0	35	0	22	0	0	0	0	0	0	0	0	0	0	49	144	0	0	0	1	0	0
fsh-generated/resources/Observation-hp.0001324.json	624	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
fsh-generated/resources/ValueSet-acmgPathogenicityClassification-vs.json	1387	3	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	11	357	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-DiagnosticMarker.json	2220	5	0	0	0	0	0	35	0	20	0	0	0	0	0	0	0	0	0	0	48	92	0	0	0	2	0	0
fsh-generated/resources/Patient-Proband1.json	1379	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-vcf-info.json	1497	4	0	0	0	0	0	34	1	17	0	0	0	0	0	0	0	0	0	0	43	104	0	0	0	1	0	0
fsh-generated/resources/Practitioner-PhenopacketPractitionerExample01.json	422	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/ValueSet-geno-ontology-allelic-state-vs.json	629	3	1	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	8	311	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0001263.json	635	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-TumorProgression.json	2212	5	0	0	0	0	0	37	0	51	0	0	0	0	0	0	0	0	0	0	48	91	0	0	0	1	0	0
fsh-generated/resources/ValueSet-TumorProgression.json	949	3	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	1	0	0	9	278	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-vrs-object.json	1811	5	0	0	0	0	0	51	0	23	0	0	0	0	0	0	0	0	0	0	51	219	0	0	0	9	0	0
fsh-generated/resources/Observation-phenotypic-abnormality-invalid-1.json	4318	8	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	40	15	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-CodedOnset.json	1753	5	0	0	0	0	0	40	0	19	0	0	0	0	0	0	0	0	0	0	46	153	0	0	0	1	0	0
fsh-generated/resources/DiagnosticReport-PhenopacketsGenomicInterpretationExample01.json	1601	4	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0
fsh-generated/resources/Observation-id.phenotypicfeature.3.json	686	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-TumorGrade.json	1748	5	0	0	0	0	0	29	0	21	0	0	0	0	0	0	0	0	0	0	46	129	0	0	1	2	1	0
fsh-generated/resources/StructureDefinition-Taxonomy.json	2050	4	0	0	0	0	0	31	0	20	0	0	0	0	0	0	0	0	0	0	48	120	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-therapeutic-actionability.json	2137	5	0	0	0	0	0	34	0	21	0	0	0	0	0	0	0	0	0	0	56	173	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-HtsFormat.json	931	4	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	58	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0001669.json	644	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0000541.json	627	3	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	6	15	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-PhenotypicFeature.json	4874	9	0	0	0	0	0	240	0	231	0	0	4	0	0	0	0	8	0	0	631	1171	0	0	0	28	0	2
fsh-generated/resources/StructureDefinition-Measurement.json	1905	5	0	0	0	0	0	169	0	152	0	0	0	0	0	0	0	1	0	0	263	721	0	0	0	15	0	0
fsh-generated/resources/StructureDefinition-HistologicalDiagnosis.json	2265	5	0	0	0	0	0	31	0	21	0	0	0	0	0	0	0	0	0	0	89	152	0	0	0	1	0	1
fsh-generated/resources/Composition-PhenopacketCompositionExample01.json	2720	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	30	29	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-acmg-pathogenicity-classification.json	2169	5	0	0	0	0	0	31	0	20	0	0	0	0	0	0	0	0	0	0	55	192	0	0	0	11	0	0
fsh-generated/resources/DiagnosticReport-PhenopacketsGenomicInterpretationExample02.json	1912	4	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0003557.json	683	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0
fsh-generated/resources/Condition-id.disease.1.json	611	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-MeasurementExt.json	1736	5	0	0	0	0	0	25	0	18	0	0	0	0	0	0	0	0	0	0	43	198	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-interpretation-status.json	2216	5	0	0	0	0	0	24	0	26	0	0	0	0	0	0	0	0	0	0	60	103	0	0	0	1	0	0
fsh-generated/resources/ValueSet-phenotypic-component.json	660	3	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	14	308	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-Disease.json	1968	4	0	0	0	0	0	128	0	90	0	0	0	0	0	0	0	0	0	0	160	415	0	0	0	4	0	0
fsh-generated/resources/ValueSet-phenotypic-abnormality.json	608	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	295	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PeterGeneticist.json	744	3	0	0	0	0	0	0	0	1627	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-molecule-context.json	1976	5	0	0	0	0	0	24	0	55	0	0	0	0	0	0	0	1	0	0	62	78	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-phred-quality-score.json	1502	4	0	0	0	0	0	15	0	37	0	0	0	0	0	0	0	0	0	0	44	83	0	0	0	1	0	0
fsh-generated/resources/ValueSet-observation-categories.json	652	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	10	56	0	0	0	12	0	0
fsh-generated/resources/Condition-id.disease.intellectualDisability.json	448	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0
fsh-generated/resources/Patient-example-patient.json	1386	4	1	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0
fsh-generated/resources/Bundle-PhenopacketsBundleExample01.json	18072	25	0	0	0	0	51	0	1	101	0	0	0	0	0	0	0	0	0	0	84	69	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Phenopacket.json	10146	17	0	0	0	0	0	446	0	528	0	0	0	0	0	0	0	1	0	0	968	2113	0	0	0	28	0	9
fsh-generated/resources/StructureDefinition-Treatment.json	2728	5	0	0	0	0	0	115	0	116	0	0	0	0	0	0	0	0	0	0	213	559	0	0	0	17	0	1
fsh-generated/resources/ValueSet-Onset.json	1036	4	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	9	266	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-phenotypicFeatureStatusCS.json	502	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	58	0	0	0	0	0	0
fsh-generated/resources/Observation-PhenopacketsVariantExample01.json	537	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
fsh-generated/resources/Observation-id.bilateral-polydactyly.phenotypic-feature.json	1223	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0
fsh-generated/resources/ValueSet-PhenotypicModifierValueSet.json	816	3	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	8	335	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-related-concept-id.json	1618	4	0	0	0	0	0	16	0	16	0	0	0	0	0	0	0	0	0	0	45	166	0	0	0	1	0	0
fsh-generated/resources/Observation-phenotypic-abnormality-valid-1.json	2700	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	17	0	0	0	0	0	0
fsh-generated/resources/Composition-DevelopmentalDelay.json	2396	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	23	0	0	0	0	0	0
fsh-generated/resources/ValueSet-therapeuticActionability-vs.json	999	3	0	0	0	0	0	0	1	225	0	0	0	0	0	0	0	0	0	0	9	340	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KaryotypicSex.json	1826	18	1	0	0	0	0	15	0	19	0	0	0	0	0	0	0	0	0	0	45	91	0	0	0	11	0	0
fsh-generated/resources/StructureDefinition-PathologicalStage.json	2234	4	0	0	0	0	0	15	0	20	0	0	0	0	0	0	0	0	0	0	46	85	0	0	0	1	0	0
fsh-generated/resources/Observation-hp.0001252.json	618	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Patient-phenopacketPatientExample01.json	262	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-filter-status.json	1502	5	0	0	1	0	0	17	0	16	0	0	0	0	0	0	0	0	0	0	48	69	0	0	0	2	0	0
